Lro flight direction	North azimuth	Sub solar azimuth	Image Name
-X	84.48	180	M1279695350LC_pyr.tif
-X	86.85	179.69	M1279695350RC_pyr.tif
-X	84.46	220.84	M1284398086LC_pyr.tif
-X	86.82	219.48	M1284398086RC_pyr.tif
+X	267.8	173.2	M1286750867LC_pyr.tif
+X	264.59	172.97	M1286750867RC_pyr.tif
+X	95.06	184.82	M1294982888RC_pyr.tif
+X	92.75	185.3	M1294982888LC_pyr.tif
+X	92.67	185.92	M1299683590LC_pyr.tif
+X	95.15	185.3	M1299683590RC_pyr.tif
-X	84.24	183.61	M1312608800LC_pyr.tif
-X	86.63	183.21	M1312608800RC_pyr.tif
+X	93.02	189.35	M1327885843LC_pyr.tif
-X	273.2	183.43	M1334933179RC_pyr.tif
-X	276.43	183.86	M1334933179LC_pyr.tif
-X	86.37	178.07	M1338453772RC_pyr.tif
-X	84	178.31	M1338453772LC_pyr.tif
-X	84.01	184.84	M1340781675LC_pyr.tif
-X	83.98	181.46	M1340802847LC_pyr.tif
+X	91.37	181.16	M119442114RC_pyr.tif
+X	89.04	181.52	M119442114LC_pyr.tif
+X	91.37	187.86	M121783280RC_pyr.tif
+X	89.19	188.33	M121783280LC_pyr.tif
+X	89.01	180.38	M121803555LC_pyr.tif
+X	91.41	180.03	M121803555RC_pyr.tif
+X	91.33	187.26	M121803631RC_pyr.tif
+X	89.14	187.72	M121803631LC_pyr.tif
-X	272.35	177.25	M128861931LC_pyr.tif
-X	269.43	176.98	M128861931RC_pyr.tif
-X	269.32	179.76	M128882223RC_pyr.tif
-X	272.39	180.09	M128882223LC_pyr.tif
+X	271.01	175.92	M144212644LC_pyr.tif
+X	91.98	182.34	M154826685RC_pyr.tif
+X	89.62	182.72	M154826685LC_pyr.tif
-X	269.92	177.61	M159542189RC_pyr.tif
-X	272.89	177.9	M159542189LC_pyr.tif
-X	89.71	179.68	M165435686RC_pyr.tif
-X	87.27	182.58	M167790570LC_pyr.tif
-X	89.61	182.2	M167790570RC_pyr.tif
+X	90.1	181.34	M180758679LC_pyr.tif
-X	273.56	172.61	M187835391LC_pyr.tif
-X	86.7	185.72	M1098437497LC_pyr.tif
+X	266.79	130.43	M1103138302RC_pyr.tif
+X	266.79	138.48	M1103152624RC_pyr.tif
+X	269.89	137.86	M1103152624LC_pyr.tif
+X	266.66	177.05	M1107867941RC_pyr.tif
+X	269.88	177.27	M1107867941LC_pyr.tif
-X	88.51	194.51	M1131423750RC_pyr.tif
-X	86.21	195.12	M1131423750LC_pyr.tif
-X	88.56	189.9	M1131430892RC_pyr.tif
-X	86.17	190.42	M1131430892LC_pyr.tif
+X	269.38	176.47	M1138497048LC_pyr.tif
+X	266.2	176.27	M1138497048RC_pyr.tif
+X	91.13	180.03	M1146741507LC_pyr.tif
+X	93.64	179.69	M1146741507RC_pyr.tif
-X	271.42	163.14	M1149096803RC_pyr.tif
-X	274.56	179.4	M1153802212LC_pyr.tif
-X	271.55	179.1	M1153802212RC_pyr.tif
-X	271.43	181.7	M1153809237RC_pyr.tif
-X	274.67	182.08	M1153809237LC_pyr.tif
-X	271.48	180.43	M1153809273RC_pyr.tif
-X	274.6	180.76	M1153809273LC_pyr.tif
-X	85.73	189.81	M1162049218LC_pyr.tif
-X	88.11	189.3	M1162049218RC_pyr.tif
+X	265.81	174.49	M1166758345RC_pyr.tif
+X	269.03	174.72	M1166758345LC_pyr.tif
+X	91.67	186.9	M1174991559LC_pyr.tif
+X	93.92	186.41	M1174991559RC_pyr.tif
+X	91.55	183.72	M1174998610LC_pyr.tif
+X	93.93	195.86	M1177350916RC_pyr.tif
+X	91.67	196.48	M1177350916LC_pyr.tif
+X	93.94	191.84	M1177357993RC_pyr.tif
-X	271.8	160.56	M1179710295RC_pyr.tif
-X	274.88	160.47	M1179710295LC_pyr.tif
-X	85.32	178.45	M1187947118LC_pyr.tif
-X	87.84	178.21	M1187947118RC_pyr.tif
-X	85.38	182.67	M1190301457LC_pyr.tif
-X	87.73	182.28	M1190301457RC_pyr.tif
-X	87.71	189.8	M1192655866RC_pyr.tif
-X	85.35	190.31	M1192655866LC_pyr.tif
+X	268.62	149.72	M1195010248LC_pyr.tif
+X	265.48	150.06	M1195010248RC_pyr.tif
+X	268.61	174.35	M1197365579LC_pyr.tif
+X	87.28	187.73	M1205583413LC_pyr.tif
+X	89.52	187.19	M1205583413RC_pyr.tif
+X	94.26	186.62	M1205590448RC_pyr.tif
-X	275.28	181.41	M1212665368LC_pyr.tif
-X	272.11	181.05	M1212665368RC_pyr.tif
-X	85.06	185.26	M1220897695LC_pyr.tif
-X	87.3	184.81	M1220897695RC_pyr.tif
+X	265.18	142.69	M1225602933RC_pyr.tif
+X	268.16	142.43	M1225602933LC_pyr.tif
+X	92.11	183.15	M1233842217LC_pyr.tif
-X	272.48	160.85	M1240882092RC_pyr.tif
-X	275.53	181.75	M1245608188LC_pyr.tif
-X	84.73	179.35	M1249128260LC_pyr.tif
-X	87.09	191.21	M1253833561RC_pyr.tif
-X	84.68	191.74	M1253833561LC_pyr.tif
+X	95.15	181.36	M1297336109RC_pyr.tif
+X	92.62	181.72	M1297336109LC_pyr.tif
-X	86.59	181.62	M1310263531RC_pyr.tif
-X	276.31	180.34	M1332589803LC_pyr.tif
-X	273.21	180	M1332589803RC_pyr.tif
-X	276.3	181.55	M1334940309LC_pyr.tif
-X	273.28	181.19	M1334940309RC_pyr.tif
-X	86.41	177.64	M1338460816RC_pyr.tif
-X	86.25	184.4	M1340781675RC_pyr.tif
-X	86.43	177.49	M1340809931RC_pyr.tif
-X	83.91	177.77	M1340809931LC_pyr.tif
+X	267.9	175.68	M144212644RC_pyr.tif
+X	270.83	176.81	M146573908LC_pyr.tif
+X	267.92	176.61	M146573908RC_pyr.tif
-X	269.8	183.4	M157187841RC_pyr.tif
-X	272.94	183.79	M157187841LC_pyr.tif
-X	269.91	180.67	M161903696RC_pyr.tif
-X	273	181.01	M161903696LC_pyr.tif
-X	87.2	187.4	M170151741LC_pyr.tif
-X	89.61	186.96	M170151741RC_pyr.tif
+X	274.75	174.05	M174868495LC_pyr.tif
+X	271.71	173.86	M174868495RC_pyr.tif
+X	270.35	177.91	M177223910LC_pyr.tif
+X	267.23	177.66	M177223910RC_pyr.tif
+X	92.55	181.44	M180765873RC_pyr.tif
-X	270.42	172.42	M187835391RC_pyr.tif
+X	269.82	129.75	M1103138302LC_pyr.tif
+X	93.07	182.55	M1113765861RC_pyr.tif
-X	270.91	181.63	M1120833152RC_pyr.tif
-X	274.12	182	M1120833152LC_pyr.tif
+X	269.38	122.87	M1133790729LC_pyr.tif
+X	266.28	166.91	M1136122104RC_pyr.tif
+X	269.29	166.98	M1136122104LC_pyr.tif
-X	274.47	151.49	M1149103959LC_pyr.tif
-X	271.44	151.78	M1149103959RC_pyr.tif
-X	274.51	175.83	M1151460129LC_pyr.tif
-X	88.2	179.91	M1159700039RC_pyr.tif
+X	91.61	192.38	M1177357993LC_pyr.tif
-X	274.87	149.42	M1179696118LC_pyr.tif
-X	271.87	149.71	M1179696118RC_pyr.tif
-X	271.9	179.11	M1184419470RC_pyr.tif
-X	274.88	179.4	M1184419470LC_pyr.tif
+X	265.42	174.13	M1197365579RC_pyr.tif
+X	92.01	187.12	M1205590448LC_pyr.tif
-X	279.8	152.9	M1210302388LC_pyr.tif
-X	276.9	153.14	M1210302388RC_pyr.tif
-X	275.19	165.89	M1210316419LC_pyr.tif
-X	272.13	181.52	M1215021432RC_pyr.tif
-X	275.28	181.9	M1215021432LC_pyr.tif
+X	268.22	149.88	M1225610002LC_pyr.tif
+X	265.17	150.05	M1225610002RC_pyr.tif
+X	94.46	183.51	M1233849288RC_pyr.tif
+X	92.17	183.96	M1233849288LC_pyr.tif
-X	275.48	176.36	M1243238129LC_pyr.tif
-X	272.5	176.12	M1243238129RC_pyr.tif
-X	272.43	181.38	M1245608188RC_pyr.tif
-X	84.69	178.61	M1249135312LC_pyr.tif
-X	87.14	178.35	M1249135312RC_pyr.tif
+X	267.88	156.04	M1256189641LC_pyr.tif
+X	264.84	164.42	M1256189678RC_pyr.tif
+X	267.96	164.51	M1256189678LC_pyr.tif
-X	272.61	183.43	M1271474722RC_pyr.tif
-X	275.83	183.82	M1271474722LC_pyr.tif
-X	86.85	179.81	M1279702376RC_pyr.tif
-X	84.49	180.13	M1279702376LC_pyr.tif
+X	267.76	169.49	M1286757856LC_pyr.tif
+X	264.62	169.33	M1286757856RC_pyr.tif
+X	95.07	183.67	M1294989886RC_pyr.tif
+X	92.67	184.11	M1294989886LC_pyr.tif
+X	95.04	184.96	M1294989916RC_pyr.tif
+X	92.74	185.44	M1294989916LC_pyr.tif
+X	95.06	188.73	M1297343238RC_pyr.tif
-X	84.33	181.99	M1310263531LC_pyr.tif
+X	267.44	117.49	M1314966229LC_pyr.tif
+X	264.46	118.18	M1314966229RC_pyr.tif
+X	267.43	173.64	M1319665895LC_pyr.tif
+X	264.4	173.52	M1319665895RC_pyr.tif
-X	83.98	177.86	M1338460816LC_pyr.tif
+X	271.47	162.07	M111171633LC_pyr.tif
+X	268.57	161.97	M111171633RC_pyr.tif
+X	91.39	180.41	M121810349RC_pyr.tif
+X	89	180.76	M121810349LC_pyr.tif
+X	91.33	185.56	M121810405RC_pyr.tif
-X	269.28	176.82	M126527584RC_pyr.tif
-X	272.32	177.13	M126527584LC_pyr.tif
+X	89.09	186	M121810405LC_pyr.tif
-X	269.33	178.71	M128889031RC_pyr.tif
-X	272.34	179.01	M128889031LC_pyr.tif
-X	90.2	187.77	M137142963RC_pyr.tif
-X	87.98	188.26	M137142963LC_pyr.tif
+X	278.26	174.06	M144219410RC_pyr.tif
+X	270.8	176.56	M146567116LC_pyr.tif
+X	267.92	176.38	M146567116RC_pyr.tif
-X	269.85	180.26	M159548920RC_pyr.tif
-X	272.94	180.61	M159548920LC_pyr.tif
-X	87.35	180.95	M165442425LC_pyr.tif
-X	89.66	180.61	M165442425RC_pyr.tif
+X	90.26	183.26	M180751660LC_pyr.tif
+X	92.51	182.83	M180751660RC_pyr.tif
+X	90.12	181.81	M180765873LC_pyr.tif
+X	90.11	181.54	M183124722LC_pyr.tif
+X	92.59	181.18	M183124722RC_pyr.tif
-X	273.55	173.36	M187842536LC_pyr.tif
+X	269.85	131.49	M1103159735LC_pyr.tif
+X	266.81	132.15	M1103159735RC_pyr.tif
+X	269.77	167.29	M1105502719LC_pyr.tif
+X	266.76	167.22	M1105502719RC_pyr.tif
+X	266.75	170.43	M1105517051RC_pyr.tif
+X	269.85	170.57	M1105517051LC_pyr.tif
+X	90.66	182.94	M1113765861LC_pyr.tif
-X	274.16	181.65	M1123192309LC_pyr.tif
-X	270.95	181.29	M1123192309RC_pyr.tif
+X	266.34	123.74	M1133790729RC_pyr.tif
+X	269.32	166.91	M1136150523LC_pyr.tif
+X	91.16	183.56	M1144395115LC_pyr.tif
+X	93.56	183.14	M1144395115RC_pyr.tif
-X	271.47	175.58	M1151460129RC_pyr.tif
-X	274.64	181.93	M1153816356LC_pyr.tif
-X	271.42	181.55	M1153816356RC_pyr.tif
-X	271.5	179.43	M1153816437RC_pyr.tif
-X	274.55	179.73	M1153816437LC_pyr.tif
-X	85.7	180.24	M1159700039LC_pyr.tif
+X	268.97	129.36	M1164411765LC_pyr.tif
+X	268.95	169.84	M1166765391LC_pyr.tif
+X	265.86	169.71	M1166765391RC_pyr.tif
-X	274.92	177.01	M1179717343LC_pyr.tif
-X	271.73	176.75	M1179717343RC_pyr.tif
-X	85.45	180.36	M1187925899LC_pyr.tif
-X	87.65	197.05	M1192662838RC_pyr.tif
+X	92.01	198.81	M1207960459LC_pyr.tif
+X	94.24	198.18	M1207960459RC_pyr.tif
-X	272.12	165.8	M1210316419RC_pyr.tif
-X	85.06	200.43	M1223253857LC_pyr.tif
-X	87.28	199.77	M1223253857RC_pyr.tif
-X	87.4	184.47	M1223260985RC_pyr.tif
-X	84.95	184.89	M1223260985LC_pyr.tif
+X	94.51	184.71	M1236205222RC_pyr.tif
-X	275.46	172.88	M1240910169LC_pyr.tif
-X	275.48	181.17	M1245615266LC_pyr.tif
-X	86.95	186.36	M1251463239RC_pyr.tif
-X	84.74	186.84	M1251463239LC_pyr.tif
-X	87.01	206.6	M1253840523RC_pyr.tif
-X	84.77	207.39	M1253840523LC_pyr.tif
+X	264.87	156.08	M1256189641RC_pyr.tif
+X	94.79	183.81	M1264428831RC_pyr.tif
-X	275.76	177.99	M1271481791LC_pyr.tif
-X	84.43	179.7	M1282057328LC_pyr.tif
-X	86.92	179.37	M1282057328RC_pyr.tif
+X	92.74	189.23	M1297343238LC_pyr.tif
+X	92.82	192.87	M1297343267LC_pyr.tif
+X	95.04	192.3	M1297343267RC_pyr.tif
+X	268.57	166.19	M111192040RC_pyr.tif
+X	271.56	166.34	M111192040LC_pyr.tif
+X	267.94	176.38	M146580673RC_pyr.tif
+X	270.82	176.56	M146580673LC_pyr.tif
-X	272.9	181.29	M157194635LC_pyr.tif
-X	269.79	180.93	M157194635RC_pyr.tif
-X	269.96	175.56	M159542218RC_pyr.tif
-X	272.84	175.8	M159542218LC_pyr.tif
-X	270.03	178.91	M161897004RC_pyr.tif
-X	272.9	179.19	M161897004LC_pyr.tif
-X	89.56	181.92	M165421997RC_pyr.tif
-X	87.41	182.31	M165421997LC_pyr.tif
-X	87.4	188.06	M167797261LC_pyr.tif
-X	89.52	187.56	M167797261RC_pyr.tif
-X	87.24	190.75	M170158512LC_pyr.tif
-X	89.6	190.27	M170158512RC_pyr.tif
+X	270.4	175.69	M174875263LC_pyr.tif
+X	267.3	175.43	M174875263RC_pyr.tif
+X	267.26	177.2	M177230665RC_pyr.tif
+X	270.33	177.43	M177230665LC_pyr.tif
-X	270.4	173.15	M187842536RC_pyr.tif
-X	86.77	181.52	M1096086681LC_pyr.tif
-X	89.02	181.16	M1096086681RC_pyr.tif
-X	89.04	180.87	M1096093843RC_pyr.tif
-X	89.04	184.15	M1098451813RC_pyr.tif
+X	269.93	144.04	M1103166931LC_pyr.tif
-X	270.95	177.71	M1120840309RC_pyr.tif
-X	274.03	178	M1120840309LC_pyr.tif
+X	266.31	166.84	M1136150523RC_pyr.tif
+X	93.54	186.15	M1144388076RC_pyr.tif
+X	91.29	186.64	M1144388076LC_pyr.tif
+X	93.54	192.53	M1146755823RC_pyr.tif
-X	274.5	166.73	M1149111028LC_pyr.tif
+X	265.89	130.23	M1164411765RC_pyr.tif
+X	93.89	186.87	M1175005781RC_pyr.tif
+X	91.65	187.38	M1175005781LC_pyr.tif
+X	93.92	183.44	M1175012811RC_pyr.tif
+X	93.92	192.57	M1177365115RC_pyr.tif
+X	91.6	193.12	M1177365115LC_pyr.tif
-X	271.89	179.1	M1184426579RC_pyr.tif
-X	274.87	179.39	M1184426579LC_pyr.tif
-X	85.41	197.68	M1192662838LC_pyr.tif
-X	272.18	154.01	M1210316462RC_pyr.tif
-X	275.14	153.92	M1210316462LC_pyr.tif
-X	275.19	169.57	M1210323433LC_pyr.tif
-X	272.12	181.39	M1215028465RC_pyr.tif
-X	275.25	181.76	M1215028465LC_pyr.tif
-X	85.05	179.67	M1218555629LC_pyr.tif
-X	87.37	179.37	M1218555629RC_pyr.tif
+X	265.14	161.73	M1225617091RC_pyr.tif
+X	268.3	161.74	M1225617091LC_pyr.tif
+X	94.5	182.3	M1233856228RC_pyr.tif
+X	92.13	185.16	M1236205222LC_pyr.tif
-X	272.35	172.66	M1240910169RC_pyr.tif
-X	272.45	180.82	M1245615266RC_pyr.tif
-X	84.72	178.97	M1249142331LC_pyr.tif
-X	87.13	178.69	M1249142331RC_pyr.tif
+X	267.86	153.29	M1256196642LC_pyr.tif
+X	92.47	184.27	M1264428831LC_pyr.tif
-X	272.64	177.68	M1271481791RC_pyr.tif
-X	275.74	181.01	M1273836522LC_pyr.tif
-X	84.47	179.45	M1279709429LC_pyr.tif
-X	86.88	179.15	M1279709429RC_pyr.tif
+X	267.78	170.42	M1286764883LC_pyr.tif
+X	264.62	170.24	M1286764883RC_pyr.tif
+X	95.08	191.63	M1297329219RC_pyr.tif
+X	92.84	192.2	M1297329219LC_pyr.tif
+X	95.06	187.15	M1297350230RC_pyr.tif
+X	92.65	188.82	M1299697653LC_pyr.tif
+X	95.12	187.99	M1299697653RC_pyr.tif
-X	275.95	173.63	M1302053022LC_pyr.tif
-X	276	178.87	M1304380061LC_pyr.tif
-X	273.05	178.59	M1304380061RC_pyr.tif
-X	84.3	188.6	M1312622795LC_pyr.tif
-X	86.6	188.12	M1312622795RC_pyr.tif
+X	267.42	115.29	M1314973224LC_pyr.tif
+X	264.47	115.94	M1314973224RC_pyr.tif
+X	267.47	168.66	M1317325253LC_pyr.tif
-X	84.06	184.82	M1340816841LC_pyr.tif
-X	86.3	184.38	M1340816841RC_pyr.tif
-X	86.37	183.41	M1343143900RC_pyr.tif
-X	83.89	183.81	M1343143900LC_pyr.tif
-X	83.99	199.98	M1343164901LC_pyr.tif
-X	86.29	199.31	M1343164901RC_pyr.tif
+X	264.15	152.28	M1345504159RC_pyr.tif
+X	264.08	169.96	M1345511284RC_pyr.tif
-X	88.39	182.14	M104118821LC_pyr.tif
-X	90.85	181.76	M104118821RC_pyr.tif
+X	271.69	39.14	M108835710LC_pyr.tif
+X	268.55	39.49	M108835710RC_pyr.tif
+X	88.99	181.09	M119455676LC_pyr.tif
+X	91.35	180.74	M119455676RC_pyr.tif
+X	91.31	185.4	M121817190RC_pyr.tif
+X	89.07	185.83	M121817190LC_pyr.tif
-X	90.24	185.6	M137149781RC_pyr.tif
-X	87.94	186.04	M137149781LC_pyr.tif
+X	270.99	158.77	M141865478LC_pyr.tif
+X	268.02	158.67	M141865478RC_pyr.tif
+X	271.02	176.01	M144226216LC_pyr.tif
+X	267.91	175.77	M144226216RC_pyr.tif
+X	89.63	183.17	M150124442LC_pyr.tif
+X	91.79	182.76	M150124442RC_pyr.tif
-X	269.83	180.31	M159555710RC_pyr.tif
-X	272.93	180.66	M159555710LC_pyr.tif
-X	89.61	183.42	M167804118RC_pyr.tif
-X	87.31	183.83	M167804118LC_pyr.tif
-X	89.61	189.42	M170165307RC_pyr.tif
+X	90.3	200.47	M185476562LC_pyr.tif
+X	92.56	199.77	M185476562RC_pyr.tif
+X	90.21	192.27	M185490808LC_pyr.tif
+X	92.56	191.71	M185490808RC_pyr.tif
-X	273.48	164.23	M187849725LC_pyr.tif
-X	86.75	181.22	M1096093843LC_pyr.tif
-X	86.69	184.59	M1098451813LC_pyr.tif
-X	86.7	201.08	M1100795387LC_pyr.tif
-X	88.97	199.93	M1100809682RC_pyr.tif
-X	86.71	200.64	M1100809682LC_pyr.tif
+X	266.78	144.58	M1103166931RC_pyr.tif
+X	266.77	166.51	M1105509852RC_pyr.tif
+X	269.76	166.56	M1105509852LC_pyr.tif
+X	269.33	167.46	M1136157638LC_pyr.tif
+X	93.55	182.47	M1144402220RC_pyr.tif
+X	91.13	182.87	M1144402220LC_pyr.tif
+X	91.19	184.98	M1144402251LC_pyr.tif
+X	93.52	184.53	M1144402251RC_pyr.tif
+X	93.55	196.3	M1146741631RC_pyr.tif
+X	91.31	196.92	M1146741631LC_pyr.tif
+X	91.23	193.09	M1146755823LC_pyr.tif
-X	271.38	166.72	M1149111028RC_pyr.tif
-X	271.52	173.03	M1151453036RC_pyr.tif
-X	274.49	173.22	M1151453036LC_pyr.tif
-X	271.38	180.47	M1151467175RC_pyr.tif
-X	274.57	180.82	M1151467175LC_pyr.tif
-X	274.62	181.84	M1153823475LC_pyr.tif
-X	271.4	181.47	M1153823475RC_pyr.tif
-X	271.52	178.63	M1153823577RC_pyr.tif
-X	274.5	178.9	M1153823577LC_pyr.tif
-X	88.05	196.85	M1162063392RC_pyr.tif
+X	269.02	138.45	M1164418912LC_pyr.tif
+X	265.87	139.27	M1164418912RC_pyr.tif
+X	269.02	173.64	M1166772560LC_pyr.tif
+X	265.83	173.44	M1166772560RC_pyr.tif
+X	91.52	183.87	M1175012811LC_pyr.tif
-X	274.8	149.68	M1179724541LC_pyr.tif
-X	271.81	149.94	M1179724541RC_pyr.tif
-X	274.84	179.22	M1184433678LC_pyr.tif
-X	271.88	178.94	M1184433678RC_pyr.tif
-X	87.73	179.73	M1187961071RC_pyr.tif
-X	85.46	180.03	M1187961071LC_pyr.tif
-X	87.64	198.02	M1192669859RC_pyr.tif
+X	265.49	147.6	M1195024293RC_pyr.tif
+X	268.61	147.24	M1195024293LC_pyr.tif
-X	272.09	169.41	M1210323433RC_pyr.tif
-X	272.08	180.61	M1212679433RC_pyr.tif
-X	275.23	180.96	M1212679433LC_pyr.tif
+X	268.13	140.53	M1225595901LC_pyr.tif
+X	265.18	140.81	M1225595901RC_pyr.tif
+X	92.04	182.71	M1233856228LC_pyr.tif
-X	275.41	168.02	M1240917219LC_pyr.tif
-X	272.36	167.88	M1240917219RC_pyr.tif
-X	275.54	182.61	M1243266148LC_pyr.tif
-X	272.32	182.22	M1243266148RC_pyr.tif
-X	86.99	187.1	M1251484329RC_pyr.tif
-X	84.8	187.59	M1251484329LC_pyr.tif
-X	87.1	182.19	M1251498478RC_pyr.tif
-X	87.03	204.99	M1253847566RC_pyr.tif
-X	84.76	205.75	M1253847566LC_pyr.tif
+X	264.88	153.37	M1256196642RC_pyr.tif
+X	94.78	189.35	M1266784785RC_pyr.tif
+X	92.55	189.89	M1266784785LC_pyr.tif
+X	94.82	215.41	M1269119603RC_pyr.tif
+X	92.62	216.32	M1269119603LC_pyr.tif
+X	94.85	185.63	M1269133560RC_pyr.tif
+X	92.4	186.08	M1269133560LC_pyr.tif
-X	272.67	171.3	M1271488877RC_pyr.tif
-X	275.68	171.51	M1271488877LC_pyr.tif
-X	272.64	180.66	M1273836522RC_pyr.tif
+X	92.69	187.62	M1297350230LC_pyr.tif
-X	272.94	173.4	M1302053022RC_pyr.tif
-X	84.29	180.12	M1310277626LC_pyr.tif
-X	86.65	179.8	M1310277626RC_pyr.tif
+X	267.37	164.28	M1317318171LC_pyr.tif
+X	264.45	164.23	M1317318171RC_pyr.tif
+X	264.42	168.53	M1317325253RC_pyr.tif
+X	95.33	196.89	M1327892955RC_pyr.tif
+X	93.11	197.51	M1327892955LC_pyr.tif
+X	93.08	197.34	M1327907033LC_pyr.tif
+X	95.29	196.72	M1327907033RC_pyr.tif
-X	276.27	179.78	M1332603885LC_pyr.tif
-X	273.18	179.45	M1332603885RC_pyr.tif
-X	273.21	181.81	M1334954353RC_pyr.tif
-X	276.29	182.19	M1334954353LC_pyr.tif
+X	271.57	166.51	M111198831LC_pyr.tif
+X	268.58	166.35	M111198831RC_pyr.tif
+X	91.75	180.92	M119462469RC_pyr.tif
-X	87.9	204.84	M139510777LC_pyr.tif
-X	90.19	204.21	M139510777RC_pyr.tif
+X	267.9	177.36	M146587509RC_pyr.tif
+X	270.91	177.58	M146587509LC_pyr.tif
-X	272.95	180.7	M161917280LC_pyr.tif
-X	269.89	180.37	M161917280RC_pyr.tif
-X	89.64	182.05	M167810928RC_pyr.tif
-X	87.28	182.43	M167810928LC_pyr.tif
-X	87.24	189.88	M170165307LC_pyr.tif
+X	270.3	141.14	M172507155LC_pyr.tif
+X	267.43	141.18	M172507155RC_pyr.tif
+X	270.31	141.52	M172520727LC_pyr.tif
+X	267.45	141.56	M172520727RC_pyr.tif
+X	267.31	175.19	M174882007RC_pyr.tif
+X	270.4	175.44	M174882007LC_pyr.tif
+X	267.29	176.47	M177237398RC_pyr.tif
+X	270.28	176.67	M177237398LC_pyr.tif
+X	90.3	201.71	M185483714LC_pyr.tif
+X	92.54	200.98	M185483714RC_pyr.tif
-X	270.43	164.2	M187849725RC_pyr.tif
-X	89.1	180.2	M1096101036RC_pyr.tif
-X	86.7	180.52	M1096101036LC_pyr.tif
-X	88.95	200.36	M1100795387RC_pyr.tif
-X	273.99	176.26	M1120847434LC_pyr.tif
-X	270.96	176.01	M1120847434RC_pyr.tif
+X	266.3	145.65	M1133805017RC_pyr.tif
+X	269.49	144.89	M1133805017LC_pyr.tif
+X	266.31	167.37	M1136157638RC_pyr.tif
-X	271.53	173.43	M1151445921RC_pyr.tif
-X	274.47	175.12	M1151474383LC_pyr.tif
-X	85.81	197.49	M1162063392LC_pyr.tif
+X	93.87	185.62	M1175019966RC_pyr.tif
+X	91.58	186.09	M1175019966LC_pyr.tif
+X	91.5	184.95	M1177372166LC_pyr.tif
+X	93.94	184.53	M1177372166RC_pyr.tif
+X	91.58	192.23	M1177372206LC_pyr.tif
+X	93.91	191.69	M1177372206RC_pyr.tif
-X	271.85	173.65	M1182083069RC_pyr.tif
-X	274.81	173.85	M1182083069LC_pyr.tif
-X	87.68	180.32	M1187953997RC_pyr.tif
-X	85.49	180.65	M1187953997LC_pyr.tif
-X	85.42	198.67	M1192669859LC_pyr.tif
+X	94.21	195.87	M1207974511RC_pyr.tif
+X	91.94	196.46	M1207974511LC_pyr.tif
-X	275.19	173.04	M1210330448LC_pyr.tif
-X	85.08	202.56	M1223267905LC_pyr.tif
-X	87.28	201.87	M1223267905RC_pyr.tif
+X	265.14	161.33	M1225624118RC_pyr.tif
+X	268.3	161.34	M1225624118LC_pyr.tif
+X	94.47	182.59	M1233863296RC_pyr.tif
+X	92.22	188.75	M1236212330LC_pyr.tif
+X	94.46	188.22	M1236212330RC_pyr.tif
-X	272.35	182.1	M1245622194RC_pyr.tif
-X	275.55	182.5	M1245622194LC_pyr.tif
-X	87.07	179.98	M1249149307RC_pyr.tif
-X	84.74	182.57	M1251498478LC_pyr.tif
+X	94.79	183.33	M1264435842RC_pyr.tif
+X	92.42	183.76	M1264435842LC_pyr.tif
+X	92.62	191.28	M1266770742LC_pyr.tif
+X	94.81	190.71	M1266770742RC_pyr.tif
-X	272.78	176.88	M1273822544RC_pyr.tif
-X	275.7	177.13	M1273822544LC_pyr.tif
-X	272.71	177.46	M1273843617RC_pyr.tif
-X	275.65	177.73	M1273843617LC_pyr.tif
-X	86.9	178.53	M1279716480RC_pyr.tif
-X	84.45	178.81	M1279716480LC_pyr.tif
-X	84.52	234.27	M1284419133LC_pyr.tif
-X	86.79	232.82	M1284419133RC_pyr.tif
+X	267.7	164.12	M1286771849LC_pyr.tif
+X	264.66	164.05	M1286771849RC_pyr.tif
+X	94.99	185.85	M1295004002RC_pyr.tif
+X	92.76	186.36	M1295004002LC_pyr.tif
+X	92.78	192.74	M1297357318LC_pyr.tif
+X	95.01	192.17	M1297357318RC_pyr.tif
-X	272.98	178.8	M1304401150RC_pyr.tif
-X	275.95	179.1	M1304401150LC_pyr.tif
-X	275.93	179.03	M1304408166LC_pyr.tif
-X	272.97	178.75	M1304408166RC_pyr.tif
-X	86.59	189	M1312629807RC_pyr.tif
-X	84.31	189.49	M1312629807LC_pyr.tif
+X	264.42	170.22	M1317332301RC_pyr.tif
+X	267.51	170.38	M1317332301LC_pyr.tif
-X	86.36	178.54	M1338474836RC_pyr.tif
-X	84.05	178.8	M1338474836LC_pyr.tif
+X	264.12	163.36	M1345525309RC_pyr.tif
+X	89.41	181.28	M119462469LC_pyr.tif
+X	268.05	153.84	M141872228RC_pyr.tif
+X	270.95	153.89	M141872228LC_pyr.tif
+X	91.83	181.41	M150131167RC_pyr.tif
+X	89.53	181.78	M150131167LC_pyr.tif
+X	91.86	208.26	M154840355RC_pyr.tif
+X	89.73	208.91	M154840355LC_pyr.tif
-X	272.88	179.68	M159562509LC_pyr.tif
-X	269.83	179.35	M159562509RC_pyr.tif
+X	92.48	186.56	M183139118RC_pyr.tif
+X	90.22	187.06	M183139118LC_pyr.tif
+X	92.54	195.11	M185497979RC_pyr.tif
-X	273.45	160.81	M187856902LC_pyr.tif
-X	86.77	181.5	M1096100989LC_pyr.tif
